DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings,Journal Abbreviation,Affiliation,Country,Grants,Authors,Publisher
10.1073/pnas.1212424110,2013,N/A,"Antarctic Regions; Arctic Regions; Atlantic Ocean; Bacteria; Biodiversity; Ecosystem; Models, Biological; Pacific Ocean; Phylogeography; Rna, Bacterial; Rna, Ribosomal; Seawater; Water Microbiology",Water Microbiology,Classification; Genetics; Isolation & Purification; Genetics; Genetics; Microbiology,Proc Natl Acad Sci U S A,N/A,United States,N/A,Woo Jun Sul; Thomas A Oliver; Hugh W Ducklow; Linda A Amaral-Zettler; Mitchell L Sogin,N/A
10.1128/msphere.00233-24,2024,Callithrix jacchus; common marmosets; gut microbiota; sociality,"Animals; Gastrointestinal Microbiome; Callithrix; Diet; Rna, Ribosomal, 16S; Feces; Brazil; Metagenomics; Bacteria; Male; Female; Animals, Wild","Gastrointestinal Microbiome; Callithrix; Diet; Rna, Ribosomal, 16S; Feces",Genetics; Microbiology; Genetics; Microbiology; Classification; Genetics; Isolation & Purification; Microbiology,mSphere,N/A,United States,PVE 88881.064998/2014-01; APQ 03126/2016-9; PQ-1C 303306/2013-0,Peter M Finnegan; Paul A Garber; Anna C McKenney; Júlio César Bicca-Marques; María Fernanda De la Fuente; Filipa Abreu; Antonio Souto; Nicola Schiel; Katherine R Amato; Elizabeth K Mallott,N/A
10.7717/peerj.9365,2020,Caatinga; Callithrix jacchus; Common marmosets; Cortisol; Environmental stress,N/A,N/A,N/A,PeerJ,N/A,United States,P51 OD011133,Paul A Garber; Anna McKenney; Evelyn Bartling-John; Júlio César Bicca-Marques; María Fernanda De la Fuente; Filipa Abreu; Nicola Schiel; Antonio Souto; Kimberley A Phillips,N/A
10.1093/conphys/cox020,2017,Anthropogenic disturbance; bats; body mass; chronic stress; fragmentation; white blood cell count,N/A,N/A,N/A,Conserv Physiol,N/A,England,N/A,Anne Seltmann; Gábor Á Czirják; Alexandre Courtiol; Henry Bernard; Matthew J Struebig; Christian C Voigt,N/A
10.1098/rspb.2007.1260,2008,N/A,"Animals; Antibodies, Viral; Chiroptera; Communicable Diseases, Emerging; Female; Hendra Virus; Henipavirus Infections; Host-Pathogen Interactions; Humans; Lactation; Pregnancy; Pregnancy, Animal; Reproduction; Risk Factors; Starvation; Zoonoses",Starvation,Blood; Physiology; Virology; Epidemiology; Virology; Immunology; Pathogenicity; Epidemiology; Veterinary; Virology; Physiology; Epidemiology; Virology,Proc Biol Sci,N/A,England,R01 TW005869; R01-TW05869,Raina K Plowright; Hume E Field; Craig Smith; Anja Divljan; Carol Palmer; Gary Tabor; Peter Daszak; Janet E Foley,N/A
10.1002/ecy.3921,2023,Gorongosa National Park; Mozambique; dietary niche differentiation; endogenous resources; intraspecific individual variability; niche variation hypothesis; optimal foraging theory; resource partitioning; state-dependent behavior; trophic specialization,Animals; Ecosystem; Herbivory; Diet; Forests; Food,Ecosystem; Herbivory,Veterinary,Ecology,N/A,United States,N/A,Reena H Walker; Matthew C Hutchinson; Arjun B Potter; Justine A Becker; Ryan A Long; Robert M Pringle,N/A
10.1371/journal.pone.0249860,2021,N/A,"Animals; Animals, Wild; Breeding; Canidae; Conservation Of Natural Resources; Ecosystem; Endangered Species; Mozambique; Parks, Recreational",Conservation Of Natural Resources,Growth & Development; Growth & Development; Physiology,PLoS One,N/A,United States,N/A,Paola Bouley; Antonio Paulo; Mercia Angela; Cole Du Plessis; David G Marneweck,N/A
10.1371/journal.pone.0205078,2018,N/A,"Agriculture; Animal Distribution; Animals; Automobiles; Coccidiosis; Conservation Of Natural Resources; Czech Republic; Female; Foxes; Hares; Male; Models, Biological; Mortality; Predatory Behavior; Radio Waves; Remote Sensing Technology; Seasons; Survival Analysis; Time Factors; Wireless Technology",Hares; Mortality; Seasons,Mortality; Veterinary; Methods,PLoS One,N/A,United States,N/A,Jan Cukor; František Havránek; Rostislav Linda; Karel Bukovjan; Michael Scott Painter; Vlastimil Hart,N/A
10.1186/s12898-015-0055-7,2016,N/A,Animals; Chile; Conservation Of Natural Resources; Deer; Ecosystem; Endangered Species,Conservation Of Natural Resources; Deer; Endangered Species,N/A,BMC Ecol,N/A,England,N/A,Melissa Pavez-Fox; Sergio A Estay,N/A
10.1073/pnas.73.11.3928,1976,N/A,"Allosteric Regulation; Binding Sites; Chromatography, Affinity; Glyceraldehyde-3-Phosphate Dehydrogenases; Ligands; Nad; Saccharomyces Cerevisiae",N/A,Isolation & Purification; Metabolism; Metabolism; Enzymology,Proc Natl Acad Sci U S A,N/A,United States,N/A,L S Gennis,N/A
10.1038/s41467-021-25235-w,2021,N/A,Antarctic Regions; Biodiversity; Carbon; Carbon Cycle; Diatoms; Ecosystem; Eukaryota; Ice Cover; Microbiota; Plankton; Temperature,Biodiversity; Carbon Cycle; Ice Cover,Metabolism; Genetics; Physiology,Nat Commun,N/A,England,N/A,Yajuan Lin; Carly Moreno; Adrian Marchetti; Hugh Ducklow; Oscar Schofield; Erwan Delage; Michael Meredith; Zuchuan Li; Damien Eveillard; Samuel Chaffron; Nicolas Cassar,N/A
10.1016/j.cell.2019.10.014,2019,Tara Oceans; biogeochemistry; community turnover; eco-systems biology; gene expression change; global ocean microbiome; metagenome; metatranscriptome; microbial ecology; ocean warming,"Gene Expression Regulation; Geography; Metagenome; Microbiota; Molecular Sequence Annotation; Oceans And Seas; Rna, Messenger; Seawater; Temperature; Transcriptome",Gene Expression Regulation; Metagenome; Oceans And Seas,Genetics; Genetics; Metabolism; Microbiology; Genetics,Cell,N/A,United States,N/A,Guillem Salazar; Lucas Paoli; Adriana Alberti; Jaime Huerta-Cepas; Hans-Joachim Ruscheweyh; Miguelangel Cuenca; Christopher M Field; Luis Pedro Coelho; Corinne Cruaud; Stefan Engelen; Ann C Gregory; Karine Labadie; Claudie Marec; Eric Pelletier; Marta Royo-Llonch; Simon Roux; Pablo Sánchez; Hideya Uehara; Ahmed A Zayed; Georg Zeller; Margaux Carmichael; Céline Dimier; Joannie Ferland; Stefanie Kandels; Marc Picheral; Sergey Pisarev; Julie Poulain; Silvia G Acinas; Marcel Babin; Peer Bork; Chris Bowler; Colomban de Vargas; Lionel Guidi; Pascal Hingamp; Daniele Iudicone; Lee Karp-Boss; Eric Karsenti; Hiroyuki Ogata; Stephane Pesant; Sabrina Speich; Matthew B Sullivan; Patrick Wincker; Shinichi Sunagawa,N/A
10.3389/fmicb.2017.01736,2017,DOM; bacteria; diazotroph; mesopelagic; nifH; nitrogenase; oxygen minimum zone,N/A,N/A,N/A,Front Microbiol,N/A,Switzerland,N/A,Pia H Moisander; Mar Benavides; Sophie Bonnet; Ilana Berman-Frank; Angelicque E White; Lasse Riemann,N/A
10.1371/journal.pone.0019223,2011,N/A,"Cloning, Molecular; Conservation Of Natural Resources; Cyanobacteria; Dna Primers; Dna, Bacterial; Dna, Complementary; Ecology; Geography; Multigene Family; Nitrogen Fixation; Nitrogenase; Oceans And Seas; Phylogeny; Polymerase Chain Reaction; Proteobacteria; Quality Control; Reproducibility Of Results; Sequence Analysis, Dna; Water Microbiology",N/A,Enzymology; Genetics; Genetics; Metabolism; Metabolism; Genetics; Metabolism; Methods; Genetics,PLoS One,N/A,United States,N/A,Hanna Farnelid; Anders F Andersson; Stefan Bertilsson; Waleed Abu Al-Soud; Lars H Hansen; Søren Sørensen; Grieg F Steward; Åke Hagström; Lasse Riemann,N/A
10.1126/sciadv.abj9309,2022,N/A,N/A,N/A,N/A,Sci Adv,N/A,United States,N/A,Tristan Cordier; Inès Barrenechea Angeles; Nicolas Henry; Franck Lejzerowicz; Cédric Berney; Raphaël Morard; Angelika Brandt; Marie-Anne Cambon-Bonavita; Lionel Guidi; Fabien Lombard; Pedro Martinez Arbizu; Ramon Massana; Covadonga Orejas; Julie Poulain; Craig R Smith; Patrick Wincker; Sophie Arnaud-Haond; Andrew J Gooday; Colomban de Vargas; Jan Pawlowski,N/A
10.1073/pnas.2204400119,2022,community assembly; dietary niche partitioning; ecological network analysis; modern coexistence theory; ungulate foraging behavior,"Africa; Animals; Competitive Behavior; Dna Barcoding, Taxonomic; Diet; Fabaceae; Feces; Grassland; Herbivory; Mammals; Plants; Poaceae; Rain",Diet; Grassland; Herbivory; Mammals; Plants,Statistics & Numerical Data; Veterinary; Classification; Genetics; Classification; Physiology; Classification; Genetics; Classification; Genetics,Proc Natl Acad Sci U S A,N/A,United States,N/A,Johan Pansu; Matthew C Hutchinson; T Michael Anderson; Mariska Te Beest; Colleen M Begg; Keith S Begg; Aurelie Bonin; Lackson Chama; Simon Chamaillé-Jammes; Eric Coissac; Joris P G M Cromsigt; Margaret Y Demmel; Jason E Donaldson; Jennifer A Guyton; Christina B Hansen; Christopher I Imakando; Azwad Iqbal; Davis F Kalima; Graham I H Kerley; Samson Kurukura; Marietjie Landman; Ryan A Long; Isaack Norbert Munuo; Ciara M Nutter; Catherine L Parr; Arjun B Potter; Stanford Siachoono; Pierre Taberlet; Eusebio Waiti; Tyler R Kartzinel; Robert M Pringle,N/A
10.1126/sciadv.abd2848,2020,N/A,Diet; Ecosystem; Grassland; Herbivory; Seasons,Grassland; Herbivory,N/A,Sci Adv,N/A,United States,N/A,A Carla Staver; Gareth P Hempson,N/A
10.1371/journal.pbio.1000210,2009,N/A,"Africa; Animals; Bayes Theorem; Databases As Topic; Disease; Ecosystem; Fires; Geography; Models, Biological; Reproducibility Of Results; Rinderpest Virus; Trees",Disease; Ecosystem,Physiology; Physiology,PLoS Biol,N/A,United States,N/A,Ricardo M Holdo; Anthony R E Sinclair; Andrew P Dobson; Kristine L Metzger; Benjamin M Bolker; Mark E Ritchie; Robert D Holt,N/A
10.1017/s0950268800047786,1990,N/A,"Animals; Animals, Wild; Antelopes; Antibodies, Viral; Buffaloes; Goat Diseases; Goats; Rinderpest; Rinderpest Virus; Sheep; Sheep Diseases; Tanzania",N/A,Blood; Epidemiology; Epidemiology; Immunology; Epidemiology; Epidemiology,Epidemiol Infect,N/A,England,N/A,E C Anderson; M Jago; T Mlengeya; C Timms; A Payne; K Hirji,N/A
10.1128/spectrum.01953-21,2022,Atlantic salmon; MOS; NGS; gut model; in vitro; microbiome,Animal Feed; Animals; Gastrointestinal Microbiome; Lactic Acid; Mannans; Oligosaccharides; Prebiotics; Salmo Salar,Gastrointestinal Microbiome; Salmo Salar,Analysis; Genetics,Microbiol Spectr,N/A,United States,BB/P001203/1; BB/N024028/1,Raminta Kazlauskaite; Bachar Cheaib; Joseph Humble; Chloe Heys; Umer Zeeshan Ijaz; Stephanie Connelly; William T Sloan; Julie Russell; Laura Martinez-Rubio; John Sweetman; Alex Kitts; Philip McGinnity; Philip Lyons; Martin S Llewellyn,N/A
10.7717/peerj.2836,2017,16S rRNA gene; Alpha-diversity; Beta-diversity; Correlations; Host-microbe interactions; Microbial profile; Microbiome analysis; R script; Statistical analysis,N/A,N/A,N/A,PeerJ,N/A,United States,N/A,Ilias Lagkouvardos; Sandra Fischer; Neeraj Kumar; Thomas Clavel,N/A
10.1136/gutjnl-2015-309333,2016,CROHN'S DISEASE; IBD BASIC RESEARCH; INTESTINAL MICROBIOLOGY; SMALL BOWEL DISEASE; TNF,Animals; Anti-Bacterial Agents; Colitis; Crohn Disease; Dysbiosis; Fluoroimmunoassay; Germ-Free Life; Ileitis; Inflammation; Intestines; Mice; Microbiota; Tumor Necrosis Factor-Alpha,N/A,Pharmacology; Etiology; Complications; Etiology; Microbiology; Physiopathology; Microbiology; Physiology,Gut,N/A,England,N/A,Monika Schaubeck; Thomas Clavel; Jelena Calasan; Ilias Lagkouvardos; Sven Bastiaan Haange; Nico Jehmlich; Marijana Basic; Aline Dupont; Mathias Hornef; Martin von Bergen; André Bleich; Dirk Haller,N/A
10.1016/j.cell.2007.08.017,2007,N/A,"Animals; Cd4-Positive T-Lymphocytes; Colitis, Ulcerative; Colon; Dna-Binding Proteins; Dendritic Cells; Female; Gene Expression Regulation; Humans; Immunity, Innate; Interleukin-2 Receptor Alpha Subunit; Intestinal Mucosa; Mice; Mice, Knockout; T-Box Domain Proteins; Tumor Necrosis Factor-Alpha; T-Bet Transcription Factor","Colitis, Ulcerative; Immunity, Innate; Intestinal Mucosa",Immunology; Immunology; Microbiology; Pathology; Physiopathology; Cytology; Metabolism; Pathology; Genetics; Metabolism; Cytology; Immunology; Immunology; Immunology; Microbiology; Pathology; Genetics; Metabolism; Immunology,Cell,N/A,United States,P01 AI056296; R01 CA112663; AI56296; CA112663,Wendy S Garrett; Graham M Lord; Shivesh Punit; Geanncarlo Lugo-Villarino; Sarkis K Mazmanian; Susumu Ito; Jonathan N Glickman; Laurie H Glimcher,N/A
10.1016/j.immuni.2006.09.013,2006,N/A,"Adoptive Transfer; Animals; Flow Cytometry; Forkhead Transcription Factors; Genes, Reporter; Green Fluorescent Proteins; Immunity, Mucosal; Interleukin-10; Intestines; Lymphocyte Subsets; Mice; Mice, Mutant Strains; T-Lymphocytes","Immunity, Mucosal",Immunology; Metabolism; Biosynthesis; Immunology; Cytology; Immunology; Immunology; Immunology,Immunity,N/A,United States,N/A,Masahito Kamanaka; Sean T Kim; Yisong Y Wan; Fayyaz S Sutterwala; Maria Lara-Tejero; Jorge E Galán; Ed Harhaj; Richard A Flavell,N/A
10.3390/jof8040373,2022,Hevea brasiliensis; diversity; fungi; leaves; metagenomics; multiOmics,N/A,N/A,N/A,J Fungi (Basel),N/A,Switzerland,"Sub-Grant Number: PGA-2000003475, 2013/2016",Paula Luize Camargos Fonseca; Demetra Skaltsas; Felipe Ferreira da Silva; Rodrigo Bentes Kato; Giovanni Marques de Castro; Glen Jasper Yupanqui García; Gabriel Quintanilha-Peixoto; Thairine Mendes-Pereira; Anderson Oliveira do Carmo; Eric Roberto Guimarães Rocha Aguiar; Daniel Santana de Carvalho; Diogo Henrique Costa-Rezende; Elisandro Ricardo Drechsler-Santos; Fernanda Badotti; Alice Ferreira-Silva; Guilherme Oliveira; Priscila Chaverri; Aline Bruna Martins Vaz; Aristóteles Góes-Neto,N/A
10.1038/s41598-019-48943-2,2019,N/A,"Biodiversity; Brazil; Comparative Genomic Hybridization; Dna, Fungal; Fungi; Hevea; Mycobiome; Seedlings; Sequence Analysis, Dna",Mycobiome,Chemistry; Metabolism; Genetics; Isolation & Purification; Growth & Development; Microbiology; Microbiology,Sci Rep,N/A,England,N/A,Demetra N Skaltsas; Fernanda Badotti; Aline Bruna Martins Vaz; Felipe Ferreira da Silva; Romina Gazis; Kenneth Wurdack; Lisa Castlebury; Aristóteles Góes-Neto; Priscila Chaverri,N/A
10.3389/fmicb.2019.01220,2019,dryland agriculture; fungal communities; fungal guilds; shrubland; wastewater,N/A,N/A,N/A,Front Microbiol,N/A,Switzerland,N/A,Kathia Lüneberg; Dominik Schneider; Nicole Brinkmann; Christina Siebe; Rolf Daniel,N/A
10.1016/j.scitotenv.2020.144208,2021,Biofilms; Environmental DNA; Macroinvertebrates; Metabarcoding,"Animals; Biodiversity; Biofilms; Comoros; Dna; Dna, Environmental; Ecosystem; Environmental Monitoring; France; Invertebrates; Rivers",Invertebrates; Rivers,Genetics,Sci Total Environ,N/A,Netherlands,N/A,Sinziana F Rivera; Valentin Vasselon; Nathalie Mary; Olivier Monnier; Fréderic Rimet; Agnès Bouchez,N/A
10.1016/j.ecolind.2019.105775,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1371/journal.pone.0130035,2015,N/A,"Baltic States; Biodiversity; Computational Biology; Dna, Ribosomal; Ecosystem; Eukaryota; Eukaryotic Cells; Genetic Variation; High-Throughput Nucleotide Sequencing; Ice; Ice Cover; Polymerase Chain Reaction; Rna, Ribosomal, 18S; Seawater",N/A,Methods; Chemistry; Genetics; Classification; Genetics; Growth & Development; Classification; Metabolism; Methods; Methods; Genetics,PLoS One,N/A,United States,N/A,Markus Majaneva; Kirsi Hyytiäinen; Sirkka Liisa Varvio; Satoshi Nagai; Jaanika Blomster,N/A
10.1111/jpy.12886,2019,Fragilaria; DNA barcoding; cryptic taxa; integrative taxonomy; rbcL; species delimitation; taxonomy,"Diatoms; Genes, Chloroplast; Genetic Markers; Phylogeny",Diatoms,N/A,J Phycol,N/A,United States,N/A,Maria Kahlert; Martyn G Kelly; David G Mann; Frédéric Rimet; Shinya Sato; Agnès Bouchez; François Keck,N/A
10.1002/edn3.193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1111/j.1365-294X.2011.05418.x,2012,N/A,Amphibians; Animals; Biodiversity; Conservation Of Natural Resources; Dna; Endangered Species; Environmental Monitoring; Europe; Fishes; Fresh Water; Insecta; Lakes; Triturus,Endangered Species,Genetics; Analysis; Methods; Genetics; Genetics; Genetics,Mol Ecol,N/A,England,N/A,Philip Francis Thomsen; Jos Kielgast; Lars L Iversen; Carsten Wiuf; Morten Rasmussen; M Thomas P Gilbert; Ludovic Orlando; Eske Willerslev,N/A
10.1038/s43705-022-00118-3,2022,N/A,N/A,N/A,N/A,ISME Commun,N/A,England,SFRH/BPD/80447/2014; CEFAS,V G Fonseca; A Kirse; H Giebner; B J Vause; T Drago; D M Power; L S Peck; M S Clark,N/A
10.3389/fmicb.2019.00261,2019,Fusarium communities; bacterial communities; biocontrol agents; co-occurrence network; fungal communities; maize residues,N/A,N/A,N/A,Front Microbiol,N/A,Switzerland,N/A,José Francisco Cobo-Díaz; Riccardo Baroncelli; Gaétan Le Floch; Adeline Picot,N/A
10.1186/s12862-023-02118-w,2023,Aquatic invertebrates; Biodiversity; Biomonitoring; Metabarcoding; Stream ecology,"Animals; Ecosystem; Dna Barcoding, Taxonomic; Invertebrates; Fresh Water; Dna; Ontario; Insecta","Ecosystem; Dna Barcoding, Taxonomic",Methods; Genetics; Genetics; Genetics,BMC Ecol Evol,N/A,England,N/A,Jennifer Erin Gleason; Robert H Hanner; Karl Cottenie,N/A
10.1016/j.scitotenv.2019.04.247,2019,Biological monitoring; DNA barcoding; Freshwater; Marine; Quality assurance; Reference library,"Aquatic Organisms; Biota; Dna Barcoding, Taxonomic; Environmental Monitoring; Europe; Gene Library","Aquatic Organisms; Biota; Dna Barcoding, Taxonomic; Environmental Monitoring; Gene Library",Statistics & Numerical Data,Sci Total Environ,N/A,Netherlands,N/A,Hannah Weigand; Arne J Beermann; Fedor Čiampor; Filipe O Costa; Zoltán Csabai; Sofia Duarte; Matthias F Geiger; Michał Grabowski; Frédéric Rimet; Björn Rulik; Malin Strand; Nikolaus Szucsich; Alexander M Weigand; Endre Willassen; Sofia A Wyler; Agnès Bouchez; Angel Borja; Zuzana Čiamporová-Zaťovičová; Sónia Ferreira; Klaas-Douwe B Dijkstra; Ursula Eisendle; Jörg Freyhof; Piotr Gadawski; Wolfram Graf; Arne Haegerbaeumer; Berry B van der Hoorn; Bella Japoshvili; Lujza Keresztes; Emre Keskin; Florian Leese; Jan N Macher; Tomasz Mamos; Guy Paz; Vladimir Pešić; Daniela Maric Pfannkuchen; Martin Andreas Pfannkuchen; Benjamin W Price; Buki Rinkevich; Marcos A L Teixeira; Gábor Várbíró; Torbjørn Ekrem,N/A
10.1111/fwb.13487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1016/j.biocon.2014.11.029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1111/mec.15620,2021,biomonitoring; detection probability; ecological indicators; high-throughput sequencing; multimarker metabarcoding,"Bias; Biodiversity; Dna Barcoding, Taxonomic; Ecosystem; Fresh Water; Portugal","Dna Barcoding, Taxonomic; Ecosystem",N/A,Mol Ecol,N/A,England,N/A,Filipa M S Martins; Miguel Porto; Maria J Feio; Bastian Egeter; Aurélie Bonin; Sónia R Q Serra; Pierre Taberlet; Pedro Beja,N/A
10.1007/s10750-020-04260-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1002/eap.2457,2021,bats; community; ecosystem services; food webs; pest control; predator-prey interactions,"Animals; Chiroptera; Dna Barcoding, Taxonomic; Insecta; Pest Control; Pest Control, Biological; Predatory Behavior","Chiroptera; Dna Barcoding, Taxonomic",Physiology,Ecol Appl,N/A,United States,N/A,Vanessa A Mata; Luis P da Silva; Joana Veríssimo; Pedro Horta; Helena Raposeira; Gary F McCracken; Hugo Rebelo; Pedro Beja,N/A
10.1002/edn3.125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1017/S0007485300008579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1002/edn3.130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.3897/BDJ.8.e55137,2020,Plecoptera; COI; DNA barcode; continental Portugal; continental Spain; occurrence records; species distributions,N/A,N/A,N/A,Biodivers Data J,N/A,Bulgaria,N/A,Sonia Ferreira; José Manuel Tierno de Figueroa; Filipa Ms Martins; Joana Verissimo; Lorenzo Quaglietta; José Manuel Grosso-Silva; Pedro B Lopes; Pedro Sousa; Joana Paupério; Nuno A Fonseca; Pedro Beja,N/A
10.1038/srep09687,2015,N/A,"Animals; Arthropods; Base Sequence; Dna; Electron Transport Complex Iv; High-Throughput Nucleotide Sequencing; Molecular Sequence Data; Sequence Analysis, Dna","High-Throughput Nucleotide Sequencing; Sequence Analysis, Dna",Genetics; Metabolism; Analysis; Genetics,Sci Rep,N/A,England,N/A,Shadi Shokralla; Teresita M Porter; Joel F Gibson; Rafal Dobosz; Daniel H Janzen; Winnie Hallwachs; G Brian Golding; Mehrdad Hajibabaei,N/A
10.3897/zookeys.264.4440,2013,Area de Conservacion Guanacaste; Arecaceae; DNA barcodes; Dunama; Heliconia; INBio; Musa; caterpillars; inventory; moths; tropical forest,N/A,N/A,N/A,Zookeys,N/A,Bulgaria,N/A,Isidro A Chacón; Daniel H Janzen; Winnie Hallwachs; Mehrdad Hajibabaei,N/A
