DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings
10.1038/ismej.2015.142,2016,N/A,"Animals; Bacteria; Gastrointestinal Microbiome; Humans; Intestines; Larva; Models, Animal; Phylogeny; Zebrafish",Gastrointestinal Microbiome,Classification; Genetics; Growth & Development; Isolation & Purification; Microbiology; Growth & Development; Microbiology; Growth & Development; Microbiology
10.1038/s41598-024-57214-8,2024,N/A,"Archaea; Dna Barcoding, Taxonomic; Geologic Sediments; Bacteria; Dna; Dna, Archaeal; Rna, Ribosomal, 16S; Phylogeny","Archaea; Dna Barcoding, Taxonomic",Genetics; Microbiology; Genetics; Genetics; Chemistry; Genetics
10.1111/mec.16640,2022,Coccidioides; air; dispersal; fungi; mycobiome; soil,"California; Dna, Ribosomal; Fungi; Humans; Mycobiome; Soil; Soil Microbiology",Mycobiome,Genetics; Genetics
10.1111/1751-7915.13395,2019,N/A,"Bacteria; Basidiomycota; Cistus; Dna Barcoding, Taxonomic; Metagenomics; Microbial Interactions; Microbiota; Soil Microbiology; Wildfires",Microbiota; Soil Microbiology,Classification; Genetics; Growth & Development; Growth & Development; Microbiology; Prevention & Control
10.1038/srep19639,2016,N/A,"Australia; Bacteria; Biodiversity; Ecosystem; Fires; Forests; Phylogeny; Rna, Ribosomal, 16S; Soil; Soil Microbiology",Biodiversity; Ecosystem; Fires; Forests; Soil Microbiology,Classification; Genetics; Genetics; Chemistry
10.1038/ismej.2008.127,2009,N/A,"Bacteria; Biodiversity; Cluster Analysis; Hydrogen-Ion Concentration; Molecular Sequence Data; Phylogeny; Sequence Analysis, Dna; Sequence Homology; Soil; Soil Microbiology",Biodiversity; Soil Microbiology,Classification; Genetics; Isolation & Purification; Methods; Analysis
10.1007/s00442-021-05047-x,2021,Automated radio telemetry; Benthic invertebrates; DNA metabarcoding; Plasma metabolites; Standardised Precipitation-Evapotranspiration Index—SPEI,Animal Migration; Animals; Droughts; Ecology; Invertebrates; Wetlands,Animal Migration; Wetlands,N/A
10.1073/pnas.0704350104,2007,N/A,Disasters; Ecology; Stochastic Processes,Disasters,N/A
10.1093/aje/kwq223,2010,N/A,"Benchmarking; Computer Simulation; Diagnosis-Related Groups; Humans; Models, Statistical; Risk Factors","Models, Statistical",Statistics & Numerical Data; Statistics & Numerical Data
10.1093/aje/kwq037,2010,N/A,"Cause Of Death; Cohort Studies; Communicable Diseases; Denmark; Diseases In Twins; Environment; Female; Genetic Predisposition To Disease; Humans; Male; Registries; Twins, Dizygotic; Twins, Monozygotic",Cause Of Death,Genetics; Mortality; Epidemiology; Genetics; Mortality; Genetics; Genetics; Genetics
10.1093/aje/kwq075,2010,N/A,"Adolescent; Adult; Age Factors; Aged; Alleles; Asthma; Brain Neoplasms; Case-Control Studies; Chi-Square Distribution; Confidence Intervals; Eczema; Female; Genome-Wide Association Study; Genotype; Glioma; Humans; Hypersensitivity; Likelihood Functions; Male; Middle Aged; Odds Ratio; Polymorphism, Single Nucleotide; Rhinitis, Allergic, Seasonal; Risk Factors; Sex Factors; United Kingdom; Young Adult",N/A,Genetics; Genetics; Immunology; Genetics; Genetics; Immunology; Genetics; Genetics; Genetics; Epidemiology
10.1371/journal.pone.0269938,2022,N/A,Animals; Diet; Ecosystem; Geese; Invertebrates; Tundra,Geese; Invertebrates,Veterinary
10.1007/s13280-019-01308-5,2020,Arctic; Birds; Demography; Monitoring; Population trend; Tundra,Animals; Arctic Regions; Birds; Climate Change; Reproduction; Tundra,Birds; Tundra,N/A
10.1002/ece3.3517,2017,arctic; phenological advancement; phenological mismatch; phenotypic plasticity; shorebirds; trophic mismatch,N/A,N/A,N/A
10.1002/ece3.2361,2016,Bird migration; Calidris alba; chick growth; climate change; nest survival; phenology; timing; trophic interactions; trophic mismatch,N/A,N/A,N/A
10.1073/pnas.212251999,2002,N/A,"Animals; Female; Greenhouse Effect; Male; Models, Biological; North America; Reproduction; Seasons; Songbirds; Time Factors",Greenhouse Effect,Physiology
10.3390/microorganisms9030549,2021,climate change; co-occurrence networks; lake ecosystem; protist plankton communities,N/A,N/A,N/A
10.1038/s41564-021-00888-x,2021,N/A,"Animals; Dna, Fungal; Environmental Microbiology; Fungi; Humans; Mycoses; Plant Diseases; Sequence Analysis, Dna; Terminology As Topic",N/A,Genetics; Classification; Genetics; Isolation & Purification; Microbiology; Microbiology
10.1371/journal.pbio.3000106,2019,N/A,"Archaea; Bacteria; Biodiversity; Databases, Genetic; Earth, Planet; Phylogeny; Prokaryotic Cells; Rna, Ribosomal, 16S","Biodiversity; Earth, Planet",Genetics; Genetics; Metabolism; Genetics
10.1111/j.1365-294X.2012.05552.x,2012,N/A,"Animals; Bacteria; Fishes; Gastrointestinal Tract; Metagenome; Molecular Sequence Data; Phylogeny; Rna, Ribosomal, 16S; Sequence Analysis, Dna; Symbiosis",Metagenome,Classification; Genetics; Microbiology; Microbiology; Genetics
10.3390/jof9111095,2023,Antarctica; Arctic; extreme environments; fungal community; fungal diversity; fungal ecology; next generation sequencing; polar lakes,N/A,N/A,N/A
10.3390/life8030031,2018,AFLP; Hortaea werneckii; epidemiology; haplotype networks; multilocus sequencing,N/A,N/A,N/A
10.1128/JCM.41.9.4101-4106.2003,2003,N/A,Adult; Aged; Air Microbiology; Aspergillosis; Aspergillus Fumigatus; Dna Fingerprinting; Humans; Middle Aged; Water Microbiology,Air Microbiology; Water Microbiology,Microbiology; Classification; Genetics; Isolation & Purification
10.1042/bj1780521,1979,N/A,"Binding Sites; Biological Transport; Calcium; Electrophysiology; Hydrogen-Ion Concentration; Kinetics; Magnesium; Models, Chemical; Phosphates; Saccharomyces Cerevisiae; Sodium",N/A,Drug Effects; Pharmacology; Pharmacology; Metabolism; Drug Effects; Metabolism; Physiology; Metabolism
10.1016/j.crpvbd.2021.100052,2021,Babesia; Haemoprotozoa; Hepatozoon; Marsupial; Theileria; Trypanosoma; Wildlife,N/A,N/A,N/A
10.1128/AEM.01630-16,2016,N/A,"Biota; Dna Primers; Environmental Monitoring; Fresh Water; Microalgae; Polymerase Chain Reaction; Rna, Algal; Rna, Ribosomal, 18S; Seawater; Wastewater",Biota,Analysis; Genetics; Methods; Classification; Genetics; Standards; Genetics; Genetics
10.1128/spectrum.04163-22,2023,Nanopore sequencing; boxwood health; chlorothalonil; environmental microbiology; integrated pest management; phyllosphere microbiome; propiconazole; systems approach,N/A,N/A,N/A
10.1093/evlett/qrad021,2023,bacteriotherapy; coprophagia; fecal microbiota transplant; microbiome development; offspring; ostrich,N/A,N/A,N/A
10.3390/ani9050268,2019,behavior; coprophagy; pig performance,N/A,N/A,N/A
10.1186/BF03547786,1998,N/A,"Age Factors; Anemia, Iron-Deficiency; Animals; Animals, Newborn; Animals, Suckling; Blood Chemical Analysis; Body Weight; Female; Hematologic Tests; Hemoglobins; Iron Compounds; Male; Reference Values; Serum Albumin; Swine; Swine Diseases",N/A,Blood; Pathology; Veterinary; Blood; Growth & Development; Blood; Growth & Development; Veterinary; Veterinary; Analysis; Blood; Pharmacology; Analysis; Blood; Growth & Development; Blood; Pathology
10.1093/femsec/fiad046,2023,DOK trial; farmyard manure; long-term field experiment; soil microbial diversity; soil quality; stocking density,Soil; Soil Microbiology; Agriculture; Microbiota; Manure; Bacteria; Fertilization; Fertilizers,Soil; Microbiota,Chemistry; Genetics; Analysis
10.1038/s41598-023-47099-4,2023,N/A,"Vegetables; Rna, Ribosomal, 16S; Bacteria; Firmicutes; Brassica; Seeds; Endophytes",Vegetables; Brassica,Microbiology; Genetics; Genetics; Genetics
10.1038/s41598-019-41160-x,2019,N/A,"Bacteria; Chile; Dna, Bacterial; Endophytes; Extreme Environments; High-Throughput Nucleotide Sequencing; Microbiota; Plant Leaves; Plant Roots; Plants; Rna, Ribosomal, 16S; Sequence Analysis, Dna; Soil Microbiology",Extreme Environments,Isolation & Purification; Isolation & Purification; Isolation & Purification; Physiology; Physiology; Microbiology; Microbiology; Microbiology; Genetics
10.1128/MMBR.00050-14,2015,N/A,"Animals; Endophytes; Evolution, Molecular; Genes, Bacterial; Genes, Fungal; Genetic Variation; Humans; Plant Development; Plant Diseases; Plants; Rna, Ribosomal, 16S; Symbiosis",N/A,Physiology; Microbiology; Metabolism; Microbiology; Genetics
10.1128/MMBR.00054-12,2013,N/A,"Amino Acid Sequence; Anti-Bacterial Agents; Bacterial Proteins; Gene Expression Regulation, Bacterial; Humans; Molecular Sequence Data; Multigene Family; Signal Transduction; Streptomyces; Streptomyces Coelicolor","Gene Expression Regulation, Bacterial; Signal Transduction",Biosynthesis; Chemistry; Genetics; Metabolism; Classification; Genetics; Metabolism; Genetics; Metabolism
10.1371/journal.pone.0281081,2023,N/A,Animals; Arthropods; Ecosystem; Songbirds; Ants; Biomass; Lepidoptera,Arthropods; Songbirds; Ants; Lepidoptera,N/A
10.1038/s41396-021-01054-1,2022,N/A,"Animals; Anthozoa; Nitrogen; Nitrogen Fixation; Nutrients; Rna, Ribosomal, 16S",Anthozoa,Physiology; Genetics
10.1038/s41467-024-50873-1,2024,N/A,"Biodiversity; Rivers; Animals; Fungi; Geologic Sediments; Bacteria; Invertebrates; Dna Barcoding, Taxonomic; Plants; Archaea",Biodiversity; Rivers,Microbiology; Classification; Genetics; Microbiology; Classification; Genetics; Classification; Classification; Classification; Genetics
10.1126/sciadv.adk3032,2024,N/A,"Arctic Regions; Climate; Dna, Ancient; Ecosystem; Norway","Dna, Ancient; Ecosystem",N/A
10.1126/sciadv.abo7434,2022,N/A,N/A,N/A,N/A
10.1038/s41467-017-02421-3,2018,N/A,"Biological Evolution; Carbon Cycle; Carbon Dioxide; Climate; Dna, Ancient; Ecosystem; Environment; History, Ancient; Mycorrhizae; Nitrogen; Nitrogen Fixation; Plants; Pollination; Radiometric Dating; Symbiosis",Biological Evolution; Symbiosis,Physiology; Chemistry; Metabolism; Analysis; Classification; Genetics; Chemistry; Metabolism; Physiology; Classification; Genetics; Physiology
10.1073/pnas.1502545112,2016,browsers; ecosystem functions; herbivore diversity; landscape structure; megaherbivore,"Animal Distribution; Animals; Behavior, Animal; Biodiversity; Body Size; Carbon Cycle; Ecosystem; Elephants; Extinction, Biological; Forecasting; Forests; Herbivory; History, Ancient; Mammals; Mastodons; Models, Biological; Paleontology; Plant Dispersal; Predatory Behavior; Trees","Ecosystem; Extinction, Biological; Herbivory; Paleontology; Trees",Physiology; Physiology
10.1128/mSystems.00957-21,2022,Fagus sylvatica; ammonium; fungi; metatranscriptome; mycorrhiza; nitrate; nitrogen stress; symbiosis,Mycorrhizae; Plant Roots; Nitrates; Soil; Forests; Trees; Plants; Ammonium Compounds,Mycorrhizae; Ammonium Compounds,Genetics; Metabolism; Metabolism; Metabolism; Metabolism
10.1371/journal.pone.0158823,2016,N/A,Ammonia; Climate; Climate Change; Computer Simulation; Droughts; Europe; Fagus; Forests; Hot Temperature; Mycorrhizae; Nitrogen; Nitrogen Cycle; Oxidation-Reduction; Oxidoreductases; Soil; Trees,Climate Change,Metabolism; Metabolism; Growth & Development; Metabolism; Physiology; Genetics; Chemistry; Metabolism
10.1128/AEM.01703-09,2010,N/A,"Biodiversity; Carbon; Dna, Fungal; Dna, Ribosomal Spacer; Fagus; Fungi; Molecular Sequence Data; Mycorrhizae; Phylogeny; Plant Roots; Sequence Analysis, Dna; Trees",Biodiversity,Metabolism; Chemistry; Genetics; Chemistry; Genetics; Microbiology; Classification; Genetics; Isolation & Purification; Classification; Genetics; Isolation & Purification; Microbiology
10.3390/microorganisms10122493,2022,competitive exclusion; environmental filtering; eukaryotes; freshwater; karst; phagotrophic,N/A,N/A,N/A
10.1111/1755-0998.13592,2023,psbO; 18S rRNA; Tara Oceans; metabarcoding; metagenomics; metatranscriptomics; photosynthesis; phytoplankton,"Phytoplankton; Metagenome; Ecosystem; Dna Copy Number Variations; Oceans And Seas; Rna, Ribosomal, 16S; Eukaryota",Phytoplankton; Metagenome,Genetics; Genetics; Genetics
10.1073/pnas.1902538116,2019,cyanobacteria; dinoflagellate; metagenomics; single-cell genomics; symbiosis,"Base Sequence; Cyanobacteria; Dna Barcoding, Taxonomic; Dinoflagellida; Genome, Bacterial; Genomics; Geography; Likelihood Functions; Metagenomics; Phylogeny; Single-Cell Analysis; Symbiosis",Geography; Phylogeny,Genetics; Isolation & Purification; Microbiology; Methods; Methods; Genetics
10.1128/spectrum.04793-22,2023,Acinetobacter; Methylobacterium; Polynucleobacter; bacterioplankton; carbon cycle; dissolved organic carbon; dissolved organic matter; humic acids; microbiome,"Water; Dissolved Organic Matter; Rna, Ribosomal, 16S; Aquatic Organisms; Carbon",Water; Dissolved Organic Matter,Genetics; Analysis
10.1002/ece3.8293,2021,diet dissimilarity; multi‐proxy diet analysis; prey preference; small pelagic fish; trophic interactions; trophic niche width,N/A,N/A,N/A
10.1038/s41598-020-74602-y,2020,N/A,"Animals; Dna Barcoding, Taxonomic; Diet; Ecosystem; Fishes; Gastrointestinal Contents; Mediterranean Sea; Predatory Behavior; Seafood; Seasons","Dna Barcoding, Taxonomic; Diet",Genetics; Physiology
10.1111/mec.16448,2022,aspen; assembly history; dead wood; insects; latent fungi; secondary metabolites; wood decay fungi,Animals; Fungi; Invertebrates; Mycobiome; Trees; Wood,Mycobiome; Wood,Genetics; Microbiology
10.7554/eLife.84190,2023,bioacoustics; biologging; ecology; foraging behavior; high risk-high gain strategy; prey profitability; prey switching,Animals; Chiroptera; Echolocation; Insecta; Predatory Behavior,Chiroptera; Echolocation,N/A
10.1371/journal.pone.0155497,2016,N/A,"Animals; Arthropods; Biodiversity; Cluster Analysis; Cytochromes C; Dna Barcoding, Taxonomic; Databases, Nucleic Acid; Germany; High-Throughput Nucleotide Sequencing; Insecta; Workflow","Dna Barcoding, Taxonomic; High-Throughput Nucleotide Sequencing",Classification; Genetics; Genetics; Methods; Classification; Genetics
10.1002/ece3.7434,2021,16S rRNA; BEF‐China; Bacteria; Lepidoptera; Microbial ecology; herbivore‐associated microbiome; leaf characteristics,N/A,N/A,N/A
10.1371/journal.pone.0056329,2013,N/A,Arabidopsis; Bacteria; Ecosystem; Endophytes; Plant Leaves; Plant Roots; Sequence Analysis,N/A,Microbiology; Genetics; Isolation & Purification; Genetics; Isolation & Purification; Microbiology; Microbiology
10.7554/eLife.78129,2022,ecology; genetics; genomics; metabarcoding; metagenomics; microbial oceanography; plankton biogeography,Ecosystem; Genomics; Geography; Oceans And Seas; Plankton,Ecosystem; Plankton,Genetics
10.1038/ncomms11239,2016,N/A,N/A,N/A,N/A
10.1073/pnas.1212424110,2013,N/A,"Antarctic Regions; Arctic Regions; Atlantic Ocean; Bacteria; Biodiversity; Ecosystem; Models, Biological; Pacific Ocean; Phylogeography; Rna, Bacterial; Rna, Ribosomal; Seawater; Water Microbiology",Water Microbiology,Classification; Genetics; Isolation & Purification; Genetics; Genetics; Microbiology
10.1128/msphere.00233-24,2024,Callithrix jacchus; common marmosets; gut microbiota; sociality,"Animals; Gastrointestinal Microbiome; Callithrix; Diet; Rna, Ribosomal, 16S; Feces; Brazil; Metagenomics; Bacteria; Male; Female; Animals, Wild","Gastrointestinal Microbiome; Callithrix; Diet; Rna, Ribosomal, 16S; Feces",Genetics; Microbiology; Genetics; Microbiology; Classification; Genetics; Isolation & Purification; Microbiology
10.7717/peerj.9365,2020,Caatinga; Callithrix jacchus; Common marmosets; Cortisol; Environmental stress,N/A,N/A,N/A
10.1093/conphys/cox020,2017,Anthropogenic disturbance; bats; body mass; chronic stress; fragmentation; white blood cell count,N/A,N/A,N/A
10.1098/rspb.2007.1260,2008,N/A,"Animals; Antibodies, Viral; Chiroptera; Communicable Diseases, Emerging; Female; Hendra Virus; Henipavirus Infections; Host-Pathogen Interactions; Humans; Lactation; Pregnancy; Pregnancy, Animal; Reproduction; Risk Factors; Starvation; Zoonoses",Starvation,Blood; Physiology; Virology; Epidemiology; Virology; Immunology; Pathogenicity; Epidemiology; Veterinary; Virology; Physiology; Epidemiology; Virology
10.1002/ecy.3921,2023,Gorongosa National Park; Mozambique; dietary niche differentiation; endogenous resources; intraspecific individual variability; niche variation hypothesis; optimal foraging theory; resource partitioning; state-dependent behavior; trophic specialization,Animals; Ecosystem; Herbivory; Diet; Forests; Food,Ecosystem; Herbivory,Veterinary
10.1371/journal.pone.0249860,2021,N/A,"Animals; Animals, Wild; Breeding; Canidae; Conservation Of Natural Resources; Ecosystem; Endangered Species; Mozambique; Parks, Recreational",Conservation Of Natural Resources,Growth & Development; Growth & Development; Physiology
10.1371/journal.pone.0205078,2018,N/A,"Agriculture; Animal Distribution; Animals; Automobiles; Coccidiosis; Conservation Of Natural Resources; Czech Republic; Female; Foxes; Hares; Male; Models, Biological; Mortality; Predatory Behavior; Radio Waves; Remote Sensing Technology; Seasons; Survival Analysis; Time Factors; Wireless Technology",Hares; Mortality; Seasons,Mortality; Veterinary; Methods
10.1186/s12898-015-0055-7,2016,N/A,Animals; Chile; Conservation Of Natural Resources; Deer; Ecosystem; Endangered Species,Conservation Of Natural Resources; Deer; Endangered Species,N/A
10.1073/pnas.73.11.3928,1976,N/A,"Allosteric Regulation; Binding Sites; Chromatography, Affinity; Glyceraldehyde-3-Phosphate Dehydrogenases; Ligands; Nad; Saccharomyces Cerevisiae",N/A,Isolation & Purification; Metabolism; Metabolism; Enzymology
10.1038/s41467-021-25235-w,2021,N/A,Antarctic Regions; Biodiversity; Carbon; Carbon Cycle; Diatoms; Ecosystem; Eukaryota; Ice Cover; Microbiota; Plankton; Temperature,Biodiversity; Carbon Cycle; Ice Cover,Metabolism; Genetics; Physiology
